NrcTownShipId,StateCode,TownShipCode,TownShipName_ENG,TownShipName_MM,TownShipShortName_MM,TownShipShortName_ENG,DelFlag,,(',"',N'","',","),"
,9,NPW001,Pyinmana,ပျဉ်းမနား,ပမန,pamana,0,,"('9',N'NPW001',N'Pyinmana',N'ပျဉ်းမနား',N'ပမန',N'pamana',0),",,,
,9,NPW002,Zabuthiri,ဇမ္ဗူသီရိ,ဇဗသ,zabatha,0,,"('9',N'NPW002',N'Zabuthiri',N'ဇမ္ဗူသီရိ',N'ဇဗသ',N'zabatha',0),",,,
,9,NPW003,Zeyarthiri,ဇေယျာသီရိ,ဇယသ,zayatha,0,,"('9',N'NPW003',N'Zeyarthiri',N'ဇေယျာသီရိ',N'ဇယသ',N'zayatha',0),",,,
,9,NPW004,Pobbathiri,ပုဗ္ဗသီရိ,ပဗသ,pabatha,0,,"('9',N'NPW004',N'Pobbathiri',N'ပုဗ္ဗသီရိ',N'ပဗသ',N'pabatha',0),",,,
,9,NPW005,Lewe,လယ်ဝေး,လဝန,lawana,0,,"('9',N'NPW005',N'Lewe',N'လယ်ဝေး',N'လဝန',N'lawana',0),",,,
,9,NPW006,Dekkhinathiri,ဒက္ခိဏသီရိ,ဒခသ,dakhatha,0,,"('9',N'NPW006',N'Dekkhinathiri',N'ဒက္ခိဏသီရိ',N'ဒခသ',N'dakhatha',0),",,,
,9,NPW007,Ottarathiri,ဥတ္တရသီရိ,ဥတသ,utatha,0,,"('9',N'NPW007',N'Ottarathiri',N'ဥတ္တရသီရိ',N'ဥတသ',N'utatha',0),",,,
,9,NPW008,Tatkon,တပ်ကုန်း,တကန,takana,0,,"('9',N'NPW008',N'Tatkon',N'တပ်ကုန်း',N'တကန',N'takana',0),",,,
