Name,Name MM,Short Name MM,Short Name
Loikaw,လွိုင်ကော်,လကန,lakana
Shadaw,ရှာတော,ရတန,ratana
Demoso,ဒီမောဆို,ဒမဆ,damahsa
Hpruso,ဖရူဆို,ဖရဆ,pharahsa
Bawlakhe,ဘော်လခဲ,ဘလခ,balakha
Hpasawng,ဖားဆောင်း,ဖဆန,phahsana
Mese,မယ်စဲ့,မစန,masana
Ywathit,ရွာသစ်,ရသန,rathana
