Name,Name MM,Short Name MM,Short Name
Mawlamyine,မော်လမြိုင်,မလမ,malama
Kyaikmaraw,ကျိုက်မရော,ကမရ,kamara
Chaungzon,ချောင်းဆုံ,ခဆန,khahsana
Mudon,မုဒုံ,မဒန,madana
Thanbyuzayat,သံဖြူဇရပ်,သဖရ,thaphara
Kyaikto,ကျိုက်ထို,ကထန,kahtana
Bilin,ဘီးလင်း,ဘလန,balana
Ye,ရေး,ရမန,ramana
Lamine,လမိုင်း,လမန,lamana
Khawzar,ခေါဇာ,ခဇန,khazana
Thaton,သထုံ,သထန,thahtana
Paung,ပေါင်,ပမန,pamana
